title,date,creators,source,subjects,source_url,trove_url
Transcript of doorstop interview: Canberra: 31 January 2014: no illegal boat arrivals for 40 days; Operation Sovereign Borders; Senate inquiry; asylum seeker claims,2014-01-31,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,no illegal boat arrivals for 40 days; Operation Sovereign Borders; Senate inquiry; asylum seeker claims,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3083327%22,"http://trove.nla.gov.au/version/211403640
"
"Transcript of joint press conference: Parliament House, Canberra: 27 June 2012: asylum seeker boat tragedies; border protection policies",2012-06-27,"Abbott, Tony",LEADER OF THE OPPOSITION,asylum seeker boat tragedies; border protection policies,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1742688%22,"http://trove.nla.gov.au/version/211375655
"
"Transcript of joint press conference: Parliament House, Canberra: 27 June 2012: asylum seeker boat tragedies; border protection policies",2012-06-27,"Abbott, Tony",LEADER OF THE OPPOSITION,asylum seeker boat tragedies; border protection policies,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2116919%22,"http://trove.nla.gov.au/version/211375693
"
"Transcript of joint press conference: Parliament House, Canberra: 27 June 2012: asylum seeker boat tragedies; border protection policies",2012-06-27,"Morrison, Scott","Office of MORRISON, SCOTT, MP",asylum seeker boat tragedies; border protection policies,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2116920%22,"http://trove.nla.gov.au/version/211375656
"
"Transcript of joint press conference: Parliament House, Canberra: 27 June 2012: asylum seeker boat tragedies; border protection policies",2012-06-27,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION,asylum seeker boat tragedies; border protection policies,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1742690%22,"http://trove.nla.gov.au/version/211375694
"
Transcript of doorstop interview: Sydney: 16 October 2012: Tony Abbott's failure to discuss turn backs policy with Indonesia; boat arrivals; asylum seeker processing; independent reviewer for adverse security assessments; Sri Lanka; Refugee Convention; Nauru; Manus Island; Malaysia arrangement; review tribunals; service provisions,2012-10-16,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,Tony Abbott's failure to discuss turn backs policy with Indonesia; boat arrivals; asylum seeker processing; independent reviewer for adverse security assessments; Sri Lanka; Refugee Convention; Nauru; Manus Island; Malaysia arrangement; review tribunals; service provisions,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1981859%22,"http://trove.nla.gov.au/version/211383563
"
Transcript of press conference: Sydney: 2 September 2013: asylum seeker policy; Singleton; PolitiFact Pants On Fire rating on the Coalition's boat buyback policy,2013-09-02,"Burke, Tony",MINISTER FOR IMMIGRATION AND CITIZENSHIP,asylum seeker policy; Singleton; PolitiFact Pants On Fire rating on the Coalition's boat buyback policy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2705228%22,"http://trove.nla.gov.au/version/211436776
"
"Transcript of doorstop interview: Davidson, Sydney: 23 June 2012: World Firefighter Games; asylum seeker boat tragedy; Black Caviar; Rio+20 Earth Summit; Peter Slipper",2012-06-23,"Abbott, Tony",LEADER OF THE OPPOSITION,World Firefighter Games; asylum seeker boat tragedy; Black Caviar; Rio+20 Earth Summit; Peter Slipper,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1740523%22,"http://trove.nla.gov.au/version/211375529
"
"Transcript of press conference: Jakarta, Indonesia: 20 August 2013: special conference on the irregular movement of people in Jakarta; asylum seeker vessel rescue",2013-08-20,"Burke, Tony",MINISTER FOR IMMIGRATION AND CITIZENSHIP,special conference on the irregular movement of people in Jakarta; asylum seeker vessel rescue,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2676172%22,"http://trove.nla.gov.au/version/211399204
"
"Transcript of press conference: Parliament House, Canberra: 9 July 2013: asylum seeker policies; increased Indonesia-Australia co-operation on people smugglers and corruption; the latest Newspoll",2013-07-09,"Burke, Tony","MINISTER FOR IMMIGRATION, MULTICULTURAL AFFAIRS AND CITIZENSHIP",asylum seeker policies; increased Indonesia-Australia co-operation on people smugglers and corruption; the latest Newspoll,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2579135%22,"http://trove.nla.gov.au/version/211396865
"
"Transcript of joint doorstop interview: Artarmon, Sydney: 22 June 2012: Child care; asylum seeker boat tragedy; Mary Jo Fisher; Minerals Resource Rent Tax; Julia Gillard's carbon tax; Umar Patek",2012-06-22,"Hockey, Joe",SHADOW TREASURER,Child care; asylum seeker boat tragedy; Mary Jo Fisher; Minerals Resource Rent Tax; Julia Gillard's carbon tax; Umar Patek,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1729379%22,"http://trove.nla.gov.au/version/211375497
"
"Transcript of joint doorstop interview: Artarmon, Sydney: 22 June 2012: Child care; asylum seeker boat tragedy; Mary Jo Fisher; Minerals Resource Rent Tax; Julia Gillard's carbon tax; Umar Patek",2012-06-22,"Abbott, Tony",LEADER OF THE OPPOSITION,Child care; asylum seeker boat tragedy; Mary Jo Fisher; Minerals Resource Rent Tax; Julia Gillard's carbon tax; Umar Patek,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1729378%22,"http://trove.nla.gov.au/version/211375496
"
"Transcript of doorstop interview: Hisense, Melbourne: 24 June 2012: The Opals; Black Caviar's win at Royal Ascot; Julia Gillard's carbon tax; Alcoa; asylum seeker boat tragedy; Peter Slipper",2012-06-24,"Abbott, Tony",LEADER OF THE OPPOSITION,The Opals; Black Caviar's win at Royal Ascot; Julia Gillard's carbon tax; Alcoa; asylum seeker boat tragedy; Peter Slipper,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1740488%22,"http://trove.nla.gov.au/version/211375544
"
Transcript of joint doorstop interview: Canberra: 26 June 2012: visit to the RSPCA; Julia Gillard's carbon tax; asylum seeker boat tragedy; border protection policies; Clive Palmer,2012-06-26,"Abbott, Tony",LEADER OF THE OPPOSITION,visit to the RSPCA; Julia Gillard's carbon tax; asylum seeker boat tragedy; border protection policies; Clive Palmer,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1740487%22,"http://trove.nla.gov.au/version/211375636
"
"Transcript of press conference: Punchbowl, Sydney: 7 July 2013: split in the Opposition's asylum seeker policy; asylum seeker policy",2013-07-07,"Burke, Tony","MINISTER FOR IMMIGRATION, MULTICULTURAL AFFAIRS AND CITIZENSHIP",split in the Opposition's asylum seeker policy; asylum seeker policy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3063861%22,"http://trove.nla.gov.au/version/211396807
"
"Transcript of doorstop interview: Parliament House, Canberra: 1 August 2006: 43rd West Papuan asylum seeker; Migration Amendment (Designated Unauthorised Arrivals) Bill 2006.",2006-08-01,"Burke, Tony; Australian Labor Party",SHADOW MINISTER FOR IMMIGRATION,Migration Amendment (Designated Unauthorised Arrivals) Bill 2006; Immigration controls; Papua; Refugees; Bills; 43rd West Papuan asylum seeker; Migration Amendment (Designated Unauthorised Arrivals) Bill 2006.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/PCFK6%22,"http://trove.nla.gov.au/version/211296290
"
"Transcript of joint doorstop inteview: Brisbane: 8 August 2013: 50,000 illegal boat arrivals since Kevin Rudd abolished the proven measures of the Howard government; Labor cuts $122 million from Humanitarian Settlement Services; Kevin Rudd's PNG election fix; Coalition's 13,750 Refugee and Humanitarian programme intake; Labor's bridging visa community dumping policy for illegal boat arrivals; Labor's show business approach to politics",2013-08-08,"Gambaro, Teresa","Office of GAMBARO, TERESA, MP","50,000 illegal boat arrivals since Kevin Rudd abolished the proven measures of the Howard government; Labor cuts $122 million from Humanitarian Settlement Services; Kevin Rudd's PNG election fix; Coalition's 13,750 Refugee and Humanitarian programme intake; Labor's bridging visa community dumping policy for illegal boat arrivals; Labor's show business approach to politics",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2651924%22,"http://trove.nla.gov.au/version/211398469
"
"Transcript of joint doorstop inteview: Brisbane: 8 August 2013: 50,000 illegal boat arrivals since Kevin Rudd abolished the proven measures of the Howard government; Labor cuts $122 million from Humanitarian Settlement Services; Kevin Rudd's PNG election fix; Coalition's 13,750 Refugee and Humanitarian programme intake; Labor's bridging visa community dumping policy for illegal boat arrivals; Labor's show business approach to politics",2013-08-08,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,"50,000 illegal boat arrivals since Kevin Rudd abolished the proven measures of the Howard government; Labor cuts $122 million from Humanitarian Settlement Services; Kevin Rudd's PNG election fix; Coalition's 13,750 Refugee and Humanitarian programme intake; Labor's bridging visa community dumping policy for illegal boat arrivals; Labor's show business approach to politics",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2651920%22,"http://trove.nla.gov.au/version/211398468
"
Transcript of joint press conference: Brisbane: 17 February 2016: Infrastructure Australia Plan; road user payment proposal; asylum seeker policy,2016-02-17,"Turnbull, Malcolm; Birrell, Mark",PRIME MINISTER,Infrastructure Australia Plan; road user payment proposal; asylum seeker policy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4374964%22,"http://trove.nla.gov.au/version/224102412
"
Transcript of joint press conference: Brisbane: 17 February 2016: Infrastructure Australia Plan; road user payment proposal; asylum seeker policy,2016-02-17,"Joyce, Barnaby; Birrell, Mark",MINISTER FOR AGRICULTURE AND WATER RESOURCES,Infrastructure Australia Plan; road user payment proposal; asylum seeker policy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4374966%22,"http://trove.nla.gov.au/version/224102413
"
Transcript of joint press conference: Brisbane: 17 February 2016: Infrastructure Australia Plan; road user payment proposal; asylum seeker policy,2016-02-17,"Fletcher, Paul; Birrell, Mark","MINISTER FOR TERRITORIES, LOCAL GOVERNMENT AND MAJOR PROJECTS",Infrastructure Australia Plan; road user payment proposal; asylum seeker policy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4374967%22,"http://trove.nla.gov.au/version/224102414
"
Transcript of joint press conference: Canberra: 28 June 2012: asylum seeker legislation; expert advisory panel,2012-06-28,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,asylum seeker legislation; expert advisory panel,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2048155%22,"http://trove.nla.gov.au/version/211375707
"
Transcript of joint press conference: Canberra: 28 June 2012: asylum seeker legislation; expert advisory panel,2012-06-28,"Gillard, Julia",PRIME MINISTER,asylum seeker legislation; expert advisory panel,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2048153%22,"http://trove.nla.gov.au/version/211375706
"
"Transcript of doorstop interview: Queenstown, Tasmania: 12 November 2016: Tasmanian Labor conference; asylum seeker resettlement",2016-11-12,"Plibersek, Tanya",DEPUTY LEADER OF THE OPPOSITION,Tasmanian Labor conference; asylum seeker resettlement,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4934720%22,"http://trove.nla.gov.au/version/237228392
"
"Transcript of press conference with Rear Admiral David Johnston RAN: Customs House, Canberra: 25 March 2013: asylum seeker vessel",2013-03-25,"Clare, Jason",MINISTER FOR HOME AFFAIRS,asylum seeker vessel,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2326558%22,"http://trove.nla.gov.au/version/211392469
"
Labor must decide on illegal immigrants.,2003-11-04,"Vanstone, Amanda; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,Immigration controls; Illegal immigrants; Legislative instruments,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/92WA6%22,"http://trove.nla.gov.au/version/211260869
"
"Transcript of doorstop interview: Parliament House, Canberra: 8 August 2006: Broadband; interest rates; Afghanistan asylum seekers; Newspoll; Middle East conflict; asylum seeker laws.",2006-08-08,"Beazley, Kim; Australian Labor Party",LEADER OF THE OPPOSITION,Immigration controls; Regional conflict; Israel; Lebanon; Broadband; Repatriation; Afghanistan; Refugees; Opinion surveys; Broadband; interest rates; Afghanistan asylum seekers; Newspoll; Middle East conflict; asylum seeker laws.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/DLHK6%22,"http://trove.nla.gov.au/version/211296563
"
"Transcript of doorstop interview: Parliament House, Canberra : 30 June 2012: Abbott’s speech to the Liberal Party; asylum seeker policy",2012-06-30,"Emerson, Craig",MINISTER FOR TRADE AND COMPETITIVENESS,Abbott’s speech to the Liberal Party; asylum seeker policy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2552961%22,"http://trove.nla.gov.au/version/211375891
"
"Transcript of doorstop interview: John Mountford Reserve, Narwee, NSW: 14 April 2006: Government’s proposed asylum seeker policy.",2006-04-14,"Burke, Tony; Australian Labor Party",SHADOW MINISTER FOR IMMIGRATION,Government’s proposed asylum seeker policy.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/NYDJ6%22,"http://trove.nla.gov.au/version/211292246
"
"Another Parliament, another boat arrival",2010-09-29,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,"MORRISON, Scott, MP; Refugee boat movements; KEENAN, Michael, MP; Refugees",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/256056%22,"http://trove.nla.gov.au/version/211344106
"
Transcript of press conference: Sydney: 14 August 2013:discusses Asylum seeker policy; update on implementation.,2013-08-14,"Burke, Tony",MINISTER FOR IMMIGRATION AND CITIZENSHIP,discusses Asylum seeker policy; update on implementation.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2664340%22,"http://trove.nla.gov.au/version/211398856
"
"Transcript of press conference: Anglesea, Vic: 16 December 2013: for upgrades to the Great Ocean Road with Victorian Roads Minister Terry Mulder; and discussed his first 100 days as PM; MYEFO; Holden; Toyota; asylum seeker arrivals and cooperation with Indonesia; the Government's disbandonment of the Immigration Advisory Health Group; funding commitments to trade schools; and gay marriage.",2013-12-16,"Abbott, Tony",PRIME MINISTER,for upgrades to the Great Ocean Road with Victorian Roads Minister Terry Mulder; and discussed his first 100 days as PM; MYEFO; Holden; Toyota; asylum seeker arrivals and cooperation with Indonesia; the Government's disbandonment of the Immigration Advisory Health Group; funding commitments to trade schools; and gay marriage.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2901313%22,"http://trove.nla.gov.au/version/211402720
"
"Transcript of doorstop interview with the Minister for Foreign Affairs, Mural Hall, Parliament House, Canberra: [Iraq, Abu Quassey, death of asylum seeker in Nauru, Bougainville]",2002-08-30,"Downer, Alexander; Liberal Party of Australia",MINISTER FOR FOREIGN AFFAIRS,"QUASSEY, Abu; Weapons of mass destruction; Iraq; Preemptive strike; United States; People smuggling; Indonesia; Bougainville Island; Refugees; Nauru; Iraq; Abu Quassey; death of asylum seeker in Nauru; Bougainville",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/QWTG6%22,"http://trove.nla.gov.au/version/211247142
"
Transcript of press conference: Canberra: 10 September 2012: designating Nauru as a regional processing country; transfers to Nauru; asylum seeker boats; the Greens,2012-09-10,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,designating Nauru as a regional processing country; transfers to Nauru; asylum seeker boats; the Greens,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1908224%22,"http://trove.nla.gov.au/version/211381810
"
"Transcript of press conference: Parliament House, Canberra: 2 June 2014: Death of asylum seeker on bridging visa; Manus Island",2014-06-02,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,Death of asylum seeker on bridging visa; Manus Island,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3203325%22,"http://trove.nla.gov.au/version/211409062
"
"Transcript of doorstop interview: Parliament House, Canberra: 31 October 2016: Andrew Robb's appointment to Landbridge; asylum seeker policy",2016-10-31,"Leigh, Andrew",SHADOW ASSISTANT TREASURER,Andrew Robb's appointment to Landbridge; asylum seeker policy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4907699%22,"http://trove.nla.gov.au/version/236342292
"
Transcript of press conference: Sydney: 21 August 2013: asylum seeker policy; implementation of regional resettlement agreement,2013-08-21,"Burke, Tony",MINISTER FOR IMMIGRATION AND CITIZENSHIP,asylum seeker policy; implementation of regional resettlement agreement,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2678527%22,"http://trove.nla.gov.au/version/211399243
"
Transcript of press conference: Melbourne: 23 August 2013: opposition asylum seeker policy; coal seam gas; opinion polls,2013-08-23,"Burke, Tony",MINISTER FOR IMMIGRATION AND CITIZENSHIP,opposition asylum seeker policy; coal seam gas; opinion polls,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2686720%22,"http://trove.nla.gov.au/version/211399389
"
"Transcript of doorstop interview: Parliament House, Canberra: 26 June 2012: Asylum seeker debate, compromise with the Coalition",2012-06-26,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,Asylum seeker debate; compromise with the Coalition,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2294694%22,"http://trove.nla.gov.au/version/211375610
"
Transcript of press conference: Sydney: 19 August 2013: Australia Council board; Arts policy; asylum seeker policy,2013-08-19,"Burke, Tony",MINISTER FOR THE ARTS,Australia Council board; Arts policy; asylum seeker policy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2674165%22,"http://trove.nla.gov.au/version/211399114
"
Transcript of doorstop interview: Canberra: 21 April 2015: Melbourne terror arrests; asylum seeker tragedy in the Mediterranean,2015-04-21,"Abbott, Tony",PRIME MINISTER,Melbourne terror arrests; asylum seeker tragedy in the Mediterranean,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3787129%22,"http://trove.nla.gov.au/version/211609107
"
"Transcript of doorstop interview: Perth, WA: 23 May 2016: Perth METRONET; asylum seeker policy; GST distribution",2016-05-23,"Shorten, Bill",LEADER OF THE OPPOSITION,Perth METRONET; asylum seeker policy; GST distribution,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4584186%22,"http://trove.nla.gov.au/version/228329669
"
Arrival of 28th boat of asylum seekers highlights Labor’s failed immigration stance.,2009-08-29,"Stone, Sharman; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/ZRKU6%22,"http://trove.nla.gov.au/version/211328975
"
"Parliament House, Canberra, 22 November 1999: transcript of doorstop [illegal immigrants; business tax; Cheryl Kernot]",1999-11-22,"Beazley, Kim; Australian Labor Party",LEADER OF THE OPPOSITION,illegal immigrants; business tax; Cheryl Kernot; illegal immigrants; business tax; Cheryl Kernot,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/MSI06%22,"http://trove.nla.gov.au/version/211478801
"
Boat proves government has no solutions.,2003-04-22,"Gillard, Julia; Latham, Mark; Australian Labor Party",SHADOW MINISTER FOR POPULATION AND IMMIGRATION,People smuggling; Coastal surveillance; Indonesia; Illegal immigrants; Vietnam,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1P496%22,"http://trove.nla.gov.au/version/211561078
"
Transcript of press conference: Sydney: 14 September 2012: Asylum seeker transfer to Nauru; Expert Panel recommendations; 'no advantage' principle; Tony Abbott.,2012-09-14,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,Asylum seeker transfer to Nauru; Expert Panel recommendations; 'no advantage' principle; Tony Abbott.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1914303%22,"http://trove.nla.gov.au/version/211382061
"
"Transcript of press conference: Canberra: 18 September 2012: asylum seeker transfers to Nauru; Papua New Guinea; Enterprise Migration Agreement;, Sydney protests",2012-09-18,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,"asylum seeker transfers to Nauru; Papua New Guinea; Enterprise Migration Agreement;, Sydney protests",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1923189%22,"http://trove.nla.gov.au/version/211382232
"
Transcript of doorstop interview: Sydney: 29 November 2011: independent review into Christmas Island and Villawood unrest; asylum seeker udget; Coronial inquiry,2011-12-02,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,independent review into Christmas Island and Villawood unrest; asylum seeker udget; Coronial inquiry,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1267685%22,"http://trove.nla.gov.au/version/211365215
"
"Transcript of doorstop interview: Parliament House, Canberra: 19 October 2015: multinational tax; tax transparency; polls; Somali asylum-seeker case",2015-10-19,"Leigh, Andrew",SHADOW ASSISTANT TREASURER,multinational tax; tax transparency; polls; Somali asylum-seeker case,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4143426%22,"http://trove.nla.gov.au/version/217412376
"
"Transcript of doorstop interview: Commonwealth Parliamentary Offices, Sydney: 5 March 2004: Boat arrival on Ashmore Reef, Liberal leadership.",2004-03-05,"Smith, Stephen; Australian Labor Party",SHADOW MINISTER FOR IMMIGRATION,Immigration controls; Ashmore and Cartier Islands; Refugees; Borders; Boat arrival on Ashmore Reef; Liberal leadership.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/VBUB6%22,"http://trove.nla.gov.au/version/211264693
"
Transcript of press conference: Sydney: 23 August 2013: asylum seeker policy; implementation update; interviews with Iranian transferees at Manus Island,2013-08-23,"Burke, Tony","MINISTER FOR IMMIGRATION, MULTICULTURAL AFFAIRS AND CITIZENSHIP",asylum seeker policy; implementation update; interviews with Iranian transferees at Manus Island,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2680681%22,"http://trove.nla.gov.au/version/211399349
"
Transcript of joint press conference: Fremantle: 12 August 2011: Cape Class patrol boats; carbon price; surplus; asylum seekers; immigration detention; Opposition's $70 billion black hole; AALD,2011-08-12,"Gillard, Julia",PRIME MINISTER,Cape Class patrol boats; carbon price; surplus; asylum seekers; immigration detention; Opposition's $70 billion black hole; AALD,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1003490%22,"http://trove.nla.gov.au/version/211358788
"
Transcript of joint press conference: Fremantle: 12 August 2011: Cape Class patrol boats; carbon price; surplus; asylum seekers; immigration detention; Opposition's $70 billion black hole; AALD,2011-08-12,"O'Connor, Brendan",MINISTER FOR HOME AFFAIRS,Cape Class patrol boats; carbon price; surplus; asylum seekers; immigration detention; Opposition's $70 billion black hole; AALD,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1003492%22,"http://trove.nla.gov.au/version/211358794
"
Transcript of joint press conference: Fremantle: 12 August 2011: Cape Class patrol boats; carbon price; surplus; asylum seekers; immigration detention; Opposition's $70 billion black hole; AALD,2011-08-12,"Gray, Gary","Office of GRAY, GARY, MP",Cape Class patrol boats; carbon price; surplus; asylum seekers; immigration detention; Opposition's $70 billion black hole; AALD,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1003493%22,"http://trove.nla.gov.au/version/211358795
"
"Transcript of press conference: Sydney: 9 march 2016: Australian Border Force's offensive comments, Cambodian refugee plan; Labor's humane approach to asylum seekers",2016-03-09,"Marles, Richard",SHADOW MINISTER FOR IMMIGRATION AND BORDER PROTECTION,"Australian Border Force's offensive comments, Cambodian refugee plan; Labor's humane approach to asylum seekers",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4420783%22,"http://trove.nla.gov.au/version/225061495
"
Latest illegal boat arrival shows people smugglers are still in charge.,2010-03-10,"Keenan, Michael; Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/CO4W6%22,"http://trove.nla.gov.au/version/211335303
"
Suspension of processing of Afghan asylum seeker claims to be lifted,2010-09-30,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,"Refugees; Immigration controls; BOWEN, Chris, MP; Refugee policy; Afghanistan",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/270060%22,"http://trove.nla.gov.au/version/211344193
"
Indefinite asylum seeker detention shames us all,2014-02-04,"Gliksman, Michael",AUSTRALIAN MEDICAL ASSOCIATION,Refugees; Immigration detention centres; Health care,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3007929%22,"http://trove.nla.gov.au/version/211403743
"
Transcript of press conference: Melbourne: 4 April 2014: Immigration Minister in Cambodia; asylum seekers; Australian Labor Party,2014-04-04,"Marles, Richard",SHADOW MINISTER FOR IMMIGRATION AND BORDER PROTECTION,Immigration Minister in Cambodia; asylum seekers; Australian Labor Party,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3099027%22,"http://trove.nla.gov.au/version/211406310
"
"Transcript of doorstop interview: Sydney: 1 June 2014: death of asylum seeker on bridging visa, visas for locally engaged Afghans, Federal Budget",2014-06-01,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,death of asylum seeker on bridging visa; visas for locally engaged Afghans; Federal Budget,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3201600%22,"http://trove.nla.gov.au/version/211409041
"
"Transcript of doorstop interview: Parliament House, Canberra: 8 August 2006: Processing of refugee claims: allegations of people being killed in Afghanistan; Migration Amendment Designated Unauthorised Arrivals Bill.",2006-08-08,"Burke, Tony; Australian Labor Party",SHADOW MINISTER FOR IMMIGRATION,Migration Amendment (Designated Unauthorised Arrivals) Bill 2006; Immigration controls; Afghanistan; Refugees; Processing of refugee claims: allegations of people being killed in Afghanistan; Migration Amendment Designated Unauthorised Arrivals Bill.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/MLHK6%22,"http://trove.nla.gov.au/version/211296602
"
