title,date,creators,source,subjects,source_url,trove_url
Kevin Rudd must apologise for border protection failures as another boat arrives.,2010-03-03,"Keenan, Michael; Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/ES2W6%22,"http://trove.nla.gov.au/version/211335003
"
One stop forward on Nauru and two steps back as another boat arrives,2012-09-30,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2732997%22,"http://trove.nla.gov.au/version/211382842
"
Over 2000 arrivals so far this month,2013-04-19,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2719465%22,"http://trove.nla.gov.au/version/211393713
"
Unlawful arrivals sent back to Sri Lanka,1997-07-26,"Ruddock, Philip",MINISTER FOR IMMIGRATION AND MULTICULTURAL AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/VHL30%22,"http://trove.nla.gov.au/version/211455408
"
Gllard must end her self imposed policy deadlock as seventh boat in four days arrives,2012-07-18,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2736681%22,"http://trove.nla.gov.au/version/211428977
"
Another arrivals as Labor continues inaction on our borders,2012-07-08,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2736688%22,"http://trove.nla.gov.au/version/211427959
"
Record arrivals continue under distracted and divided Labor Government,2013-03-19,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2311959%22,"http://trove.nla.gov.au/version/211392181
"
Record arrivals continue under distracted and divided Labor government,2013-03-19,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2721551%22,"http://trove.nla.gov.au/version/211392194
"
Another arrival provides timely reminder of Government failures.,2010-04-09,"Keenan, Michael; Liberal Party of Australia",SHADOW MINISTER FOR JUSTICE AND CUSTOMS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/K5XW6%22,"http://trove.nla.gov.au/version/211336848
"
Labor sees in the new year with 69th arrival.,2010-01-01,"Keenan, Michael; Liberal Party of Australia",SHADOW MINISTER FOR JUSTICE AND CUSTOMS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/T3XW6%22,"http://trove.nla.gov.au/version/211332849
"
Latest arrival represents Labor's biggest border protection failure,2012-08-10,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1845664%22,"http://trove.nla.gov.au/version/211378895
"
Latest arrival represents Labor's biggest border protection failure,2012-08-10,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER PROTECTION",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1845665%22,"http://trove.nla.gov.au/version/211378896
"
Transcript of doorstop interview: Sydney: 17 April 2009: ashmore reef tragedy; Labor's failed policies on people smuggling.,2009-04-17,"Turnbull, Malcolm; Liberal Party of Australia",LEADER OF THE OPPOSITION,ashmore reef tragedy; Labor's failed policies on people smuggling.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/QETT6%22,"http://trove.nla.gov.au/version/211324369
"
Record $1.4 billion spent on illegal boats in 2012/12,2012-10-13,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731321%22,"http://trove.nla.gov.au/version/211383472
"
4 illegal boats in one day of Labor's border chaos,2012-10-15,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731318%22,"http://trove.nla.gov.au/version/211383557
"
"400 illegal boats, 400 policy failures since Gillard appointed PM",2012-12-17,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731175%22,"http://trove.nla.gov.au/version/211387264
"
Labor boat policy unravelling,2015-08-24,"Dutton, Peter",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4032766%22,"http://trove.nla.gov.au/version/214962470
"
143 boats arrive under Labor.,2010-07-05,"Bishop, Julie; Liberal Party of Australia",DEPUTY LEADER OF THE OPPOSITION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4G8X6%22,"http://trove.nla.gov.au/version/211341125
"
Anther boat as Labor's boat budget under severe pressure,2012-05-10,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2742685%22,"http://trove.nla.gov.au/version/211372902
"
Re-tender for Christmas Island immigration centre.,2003-02-19,"Minchin, Nick; Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,Immigration detention centres; Christmas Island; Building industry; Government contracts,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/49L86%22,"http://trove.nla.gov.au/version/211253265
"
Suspected illegal vessels - update.,1999-11-19,"Vanstone, Amanda; Liberal Party of Australia",MINISTER FOR JUSTICE AND CUSTOMS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/DQI06%22,"http://trove.nla.gov.au/version/211478745
"
Boat 110 sets new record of failure,2010-10-25,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER PROTECTION",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/312494%22,"http://trove.nla.gov.au/version/211345157
"
Boat 110 sets new record of failure,2010-10-25,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/312492%22,"http://trove.nla.gov.au/version/211345156
"
Government acts to maintin boat processing integrity,1996-06-19,"Ruddock, Philip",MINISTER FOR IMMIGRATION AND MULTICULTURAL AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/62Y20%22,"http://trove.nla.gov.au/version/211450562
"
Labor's record summer of boat continues,2013-02-18,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2723270%22,"http://trove.nla.gov.au/version/211390749
"
43rd boat: another policy failure for Labor.,2009-10-22,"Stone, Sharman; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/PN1V6%22,"http://trove.nla.gov.au/version/211330459
"
Labor lies over turn backs further exposed as Burke admits his policy free zone on illegal boats,2013-07-05,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2579143%22,"http://trove.nla.gov.au/version/211396722
"
$1.1 billion and counting on Labor's asylum budget blow out.,2010-07-15,"Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/8IBX6%22,"http://trove.nla.gov.au/version/211341555
"
Labor's $1.1 billion 2012-13 asylum budget blown in first month,2012-07-23,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1799402%22,"http://trove.nla.gov.au/version/211431981
"
Labor's $1.1 billion 2012/12 asylum budget blown in first month,2012-07-23,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2736673%22,"http://trove.nla.gov.au/version/211431936
"
Transcript of doorstop interview: Senate entrance: 27 May 2013: Senate Estimates; immigration; CFMEU; gambling,2013-05-27,"Abetz, Eric",SHADOW MINISTER FOR EMPLOYMENT AND WORKPLACE RELATIONS,Senate Estimates; immigration; CFMEU; gambling,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2480254%22,"http://trove.nla.gov.au/version/211394847
"
"35 boats and almost 2,500 people so far this month",2013-04-24,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2719462%22,"http://trove.nla.gov.au/version/211435081
"
6 boats carrying 429 people in 72 hours,2012-11-05,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731279%22,"http://trove.nla.gov.au/version/211384721
"
90 illegal fishing vessels apprehended this year.,2002-11-18,"Macdonald, Ian; Liberal Party of Australia","MINISTER FOR FISHERIES, FORESTRY AND CONSERVATION",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/GXW76%22,"http://trove.nla.gov.au/version/211250169
"
fourth boat in two days highlights Labor's chaotic border breakdown,2013-04-04,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2721519%22,"http://trove.nla.gov.au/version/211392871
"
Yet another boat as October starts the way September ended,2012-10-03,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1958089%22,"http://trove.nla.gov.au/version/211382973
"
Yet another boat as October starts the way September ended,2012-10-02,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2732989%22,"http://trove.nla.gov.au/version/211382940
"
Two more boats arrive as border chaos grow under Labor's failure,2012-10-15,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731320%22,"http://trove.nla.gov.au/version/211383558
"
End of monsoon and Labor's broken policies lead to fresh boat surge,2013-03-20,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2721548%22,"http://trove.nla.gov.au/version/211392262
"
End of monsoon and Labor's broken policies lead to fresh boat surge,2013-03-20,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER PROTECTION",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2316588%22,"http://trove.nla.gov.au/version/211392267
"
"Three boats in 24 hours as Labor wars with itself, not people smugglers",2013-03-20,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2314283%22,"http://trove.nla.gov.au/version/211392254
"
"Three boats in 24 hours as Labor wars with itself, not people smugglers",2013-03-20,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2721550%22,"http://trove.nla.gov.au/version/211392266
"
Bowen eyes Swan's job as more boats arrive,2012-02-16,"Robb, Andrew","SHADOW MINISTER FOR FINANCE, DEREGULATION AND DEBT REDUCTION",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1425355%22,"http://trove.nla.gov.au/version/211369711
"
Chief of Navy - NT News Armidale Class Patrol Boat claims,2012-11-05,Dept of Defence,DEPT OF DEFENCE,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2027722%22,"http://trove.nla.gov.au/version/211384690
"
Test of people smuggling agreement will be whether it stops the boats.,2010-03-10,"Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/VO4W6%22,"http://trove.nla.gov.au/version/211335356
"
A daily hat-trick for the people smugglers as three more boats intercepted,2012-10-11,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731323%22,"http://trove.nla.gov.au/version/211383400
"
Three more boats arrive on Rudd's first day back as PM,2013-06-28,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2719352%22,"http://trove.nla.gov.au/version/211396455
"
Boat 103 shows why Kevin Rudd cannot be trusted.,2010-04-04,"Keenan, Michael; Liberal Party of Australia",SHADOW MINISTER FOR JUSTICE AND CUSTOMS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/Y5XW6%22,"http://trove.nla.gov.au/version/211336642
"
Border blowouts to blow budget as two more boats arrive.,2010-05-10,"Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HBYW6%22,"http://trove.nla.gov.au/version/211338345
"
Boats K135 and K136 arrive as Curtin Detention Centre reopens.,2010-06-15,"Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR EMPLOYMENT AND WORKPLACE RELATIONS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/7T0X6%22,"http://trove.nla.gov.au/version/211340174
"
Labor cannot stop the boats as 199 arrive on two more,2012-11-18,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731239%22,"http://trove.nla.gov.au/version/211385392
"
Two more boats arrive as Labor makes excuses over Nauru reopening,2012-08-22,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2733094%22,"http://trove.nla.gov.au/version/211380577
"
Manus Island too little too late as two more boats arrive,2012-10-09,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731327%22,"http://trove.nla.gov.au/version/211383243
"
More boats as O'Connor covers up Labor's immigration security scandal,2013-05-31,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2719380%22,"http://trove.nla.gov.au/version/211395190
"
More boats and more boats and more blow outs arriving for taxpayers,2012-06-21,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2736703%22,"http://trove.nla.gov.au/version/211375356
"
Extradition of alleged people smuggler.,2009-05-26,"Evans, Chris; Australian Labor Party",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/AJ4U6%22,"http://trove.nla.gov.au/version/211325787
"
Extradition of alleged people smuggler,2009-05-26,"Evans, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3552461%22,"http://trove.nla.gov.au/version/211325811
"
More boats and more blow outs arriving for taxpayers,2012-06-21,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1729266%22,"http://trove.nla.gov.au/version/211375404
"
Boat 103 shows why Kevin Rudd can't be trusted on boats or population growth.,2010-04-04,"Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/S5YW6%22,"http://trove.nla.gov.au/version/211336640
"
Sixth boat in a week as Labor rejects Coalition plan to stop the boats,2010-10-28,"Morrison, Scott","SHADOW MINISTER FOR PRODUCTIVITY & POPULATION, IMMIGRATION & CITIZENSHIP",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/321693%22,"http://trove.nla.gov.au/version/211345332
"
Ambassador for People Smuggling Issues,2014-11-24,"Bishop, Julie",MINISTER FOR FOREIGN AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3523724%22,"http://trove.nla.gov.au/version/211536382
"
Ambassador for People Smuggling Issues,2014-11-24,"Bishop, Julie",MINISTER FOR FOREIGN AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3523623%22,"http://trove.nla.gov.au/version/211536417
"
Ambassador for People Smuggling Issues,2014-11-24,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3523723%22,"http://trove.nla.gov.au/version/211536398
"
Ambassador for People Smuggling Issues,2014-11-24,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3523625%22,"http://trove.nla.gov.au/version/211536416
"
Labor breaks their personal best on border protection failure as another 2 boats arrive,2013-04-26,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2398299%22,"http://trove.nla.gov.au/version/211435122
"
End of monsoon and Labor's broken policies lead to fresh boat surge,2013-03-20,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2316586%22,"http://trove.nla.gov.au/version/211392256
"
Boat surge in May places even further pressure on already blown budget,2013-05-09,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2431572%22,"http://trove.nla.gov.au/version/211435939
"
Another raid on illegal workers highlights lack of government strategy.,2002-09-09,"Gillard, Julia; Australian Labor Party",SHADOW MINISTER FOR POPULATION AND IMMIGRATION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/D6D76%22,"http://trove.nla.gov.au/version/211247432
"
Boat surge in May places even further pressure on already blow budget,2013-05-10,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2719433%22,"http://trove.nla.gov.au/version/211435978
"
Budget 2010: Border blowouts to blow Budget as two more boats arrive.,2010-05-11,"Keenan, Michael; Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2MOW6%22,"http://trove.nla.gov.au/version/211338387
"
No time for Labor's less than half measures as three more boats arrive,2012-08-17,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1861152%22,"http://trove.nla.gov.au/version/211380378
"
No time for Labor's less than half measures as three more boats arrive,2012-08-17,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER PROTECTION",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1861153%22,"http://trove.nla.gov.au/version/211380379
"
Extradition of alleged people smuggler,2009-05-26,"Debus, Bob",MINISTER FOR HOME AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3552460%22,"http://trove.nla.gov.au/version/211325786
"
People smugglers ignore Labor,2012-11-10,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2731246%22,"http://trove.nla.gov.au/version/211384981
"
People smugglers ignore Labor,2012-11-12,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2042410%22,"http://trove.nla.gov.au/version/211385039
"
People smuggling vessel intercepted.,2008-10-07,"Evans, Chris; Australian Labor Party",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HJRR6%22,"http://trove.nla.gov.au/version/211319340
"
Evans celebrates minimum sentence for people smugglers.,2009-07-02,"Stone, Sharman; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/C22U6%22,"http://trove.nla.gov.au/version/211327023
"
Evans celebrates minimum sentence for people smugglers.,2009-07-02,"Stone, Sharman; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/S5BU6%22,"http://trove.nla.gov.au/version/211327053
"
Labor has left no customs patrol vessels to stop illegal fishing in the Southern Ocean,2013-02-12,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2723289%22,"http://trove.nla.gov.au/version/211390453
"
Abbott's 'no' vote aiding people smugglers,2012-06-20,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1726977%22,"http://trove.nla.gov.au/version/211375224
"
Abbott's 'No' vote aiding people smugglers,2012-06-20,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2264679%22,"http://trove.nla.gov.au/version/211375291
"
2012 scorecard - people smugglers 271 / Labor Nil,2012-12-31,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2723315%22,"http://trove.nla.gov.au/version/211387585
"
Abbott's 'no' vote aiding people smugglers,2012-06-20,"Clare, Jason",MINISTER FOR HOME AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1726979%22,"http://trove.nla.gov.au/version/211375308
"
Four people detected at Ashmore Islands.,2007-12-17,"Evans, Chris; Australian Labor Party",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/IJ9P6%22,"http://trove.nla.gov.au/version/211312748
"
New powers to combat people smuggling,1999-09-23,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/KNF06%22,"http://trove.nla.gov.au/version/211477339
"
People-smuggler sentenced to five years.,2008-09-02,"Debus, Bob; Evans, Chris; Australian Labor Party",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/YZFR6%22,"http://trove.nla.gov.au/version/211537457
"
People smuggling charge sends strong warning,2008-10-09,"Evans, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2484778%22,"http://trove.nla.gov.au/version/211319385
"
100 days since last successful people smuggling operation,"[{u'scheme': u'ISO8601', u'value': u'2014-03-29'}, u'29/03/2014']","Abbott, Tony",,,https://pmtranscripts.pmc.gov.au/release/transcript-23373,"http://trove.nla.gov.au/version/211405924
"
100 days since last successful people smuggling operation,2014-03-29,"Abbott, Tony",PRIME MINISTER,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3083229%22,"http://trove.nla.gov.au/version/242221054
"
Immigration control arrangements further enhanced,1991-08-20,"Hand, Gerry","Minister for Immigration, Local Government and Ethnic Affairs",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR03009558%22,"http://trove.nla.gov.au/version/214097617
"
401 reasons why the Malaysia arrangement won't make any difference to the people smugglers,2013-04-18,"Keenan, Michael","SHADOW MINISTER FOR JUSTICE, CUSTOMS AND BORDER CONTROL",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2721503%22,"http://trove.nla.gov.au/version/211393648
"
